AVILA;ADANERO;1;1;U;173
AVILA;LA ADRADA;1;1;A;553
AVILA;LA ADRADA;1;1;B;564
AVILA;LA ADRADA;1;2;A;543
AVILA;LA ADRADA;1;2;B;477
AVILA;ALBORNOS;1;1;U;163
AVILA;ALDEANUEVA DE SANTA CRUZ;1;1;U;101
AVILA;ALDEASECA;1;1;U;190
AVILA;LA ALDEHUELA;1;1;U;135
AVILA;AMAVIDA;1;1;U;117
AVILA;EL ARENAL;1;1;U;829
AVILA;ARENAS DE SAN PEDRO;1;1;A;742
AVILA;ARENAS DE SAN PEDRO;1;1;B;743
AVILA;ARENAS DE SAN PEDRO;2;1;U;520
AVILA;ARENAS DE SAN PEDRO;3;1;U;1082
AVILA;ARENAS DE SAN PEDRO;1;2;U;511
AVILA;ARENAS DE SAN PEDRO;2;2;A;866
AVILA;ARENAS DE SAN PEDRO;2;2;B;894
AVILA;AREVALILLO;1;1;U;70
AVILA;ARÉVALO;1;1;U;778
AVILA;ARÉVALO;2;1;A;691
AVILA;ARÉVALO;2;1;B;660
AVILA;ARÉVALO;2;2;U;905
AVILA;ARÉVALO;2;3;A;650
AVILA;ARÉVALO;2;3;B;621
AVILA;ARÉVALO;2;4;U;910
AVILA;ARÉVALO;2;5;U;1141
AVILA;AVEINTE;1;1;U;80
AVILA;AVELLANEDA;1;1;U;27
AVILA;AVILA;1;1;U;990
AVILA;AVILA;2;1;A;670
AVILA;AVILA;2;1;B;612
AVILA;AVILA;3;1;A;664
AVILA;AVILA;3;1;B;613
AVILA;AVILA;4;1;A;227
AVILA;AVILA;4;1;B;1164
AVILA;AVILA;5;1;A;621
AVILA;AVILA;5;1;B;544
AVILA;AVILA;6;1;U;723
AVILA;AVILA;1;2;A;554
AVILA;AVILA;1;2;B;603
AVILA;AVILA;2;2;U;903
AVILA;AVILA;3;2;A;728
AVILA;AVILA;3;2;B;695
AVILA;AVILA;4;2;A;633
AVILA;AVILA;4;2;B;543
AVILA;AVILA;5;2;A;659
AVILA;AVILA;5;2;B;649
AVILA;AVILA;6;2;A;935
AVILA;AVILA;6;2;B;977
AVILA;AVILA;4;3;U;982
AVILA;AVILA;5;3;U;889
AVILA;AVILA;6;3;U;1241
AVILA;AVILA;4;4;U;830
AVILA;AVILA;5;4;A;868
AVILA;AVILA;5;4;B;783
AVILA;AVILA;6;4;U;572
AVILA;AVILA;4;5;U;983
AVILA;AVILA;5;5;A;665
AVILA;AVILA;5;5;B;576
AVILA;AVILA;6;5;U;971
AVILA;AVILA;4;6;A;593
AVILA;AVILA;4;6;B;568
AVILA;AVILA;5;6;A;1009
AVILA;AVILA;5;6;B;942
AVILA;AVILA;6;6;A;707
AVILA;AVILA;6;6;B;650
AVILA;AVILA;4;8;A;925
AVILA;AVILA;4;8;B;800
AVILA;AVILA;6;8;U;920
AVILA;AVILA;4;9;A;678
AVILA;AVILA;4;9;B;594
AVILA;AVILA;6;9;U;626
AVILA;AVILA;4;10;U;834
AVILA;AVILA;6;10;U;758
AVILA;AVILA;4;11;A;996
AVILA;AVILA;4;11;B;888
AVILA;AVILA;6;11;U;920
AVILA;AVILA;4;12;U;1207
AVILA;AVILA;6;12;A;749
AVILA;AVILA;6;12;B;745
AVILA;AVILA;4;13;U;748
AVILA;AVILA;6;13;A;785
AVILA;AVILA;6;13;B;830
AVILA;AVILA;4;14;U;1165
AVILA;AVILA;6;14;U;1061
AVILA;EL BARCO DE AVILA;1;1;A;489
AVILA;EL BARCO DE AVILA;1;1;B;457
AVILA;EL BARCO DE AVILA;1;2;A;437
AVILA;EL BARCO DE AVILA;1;2;B;475
AVILA;EL BARRACO;1;1;U;687
AVILA;EL BARRACO;1;2;A;479
AVILA;EL BARRACO;1;2;B;451
AVILA;BARROMÁN;1;1;U;168
AVILA;BECEDAS;1;1;U;176
AVILA;BECEDILLAS;1;1;U;77
AVILA;BERCIAL DE ZAPARDIEL;1;1;U;177
AVILA;LAS BERLANAS;1;1;U;274
AVILA;BERNUY-ZAPARDIEL;1;1;U;89
AVILA;BERROCALEJO DE ARAGONA;1;1;U;48
AVILA;BLASCOMILLÁN;1;1;U;166
AVILA;BLASCONUÑO DE MATACABRAS;1;1;U;13
AVILA;BLASCOSANCHO;1;1;U;92
AVILA;EL BOHODON;1;1;U;109
AVILA;BOHOYO;1;1;U;205
AVILA;BONILLA DE LA SIERRA;1;1;U;119
AVILA;BRABOS;1;1;U;47
AVILA;BULARROS;1;1;U;57
AVILA;BURGOHONDO;1;1;A;478
AVILA;BURGOHONDO;1;1;B;531
AVILA;CABEZAS DE ALAMBRE;1;1;U;134
AVILA;CABEZAS DEL POZO;1;1;U;77
AVILA;CABEZAS DEL VILLAR;1;1;U;238
AVILA;CABIZUELA;1;1;U;78
AVILA;CANALES;1;1;U;32
AVILA;CANDELEDA;1;1;A;431
AVILA;CANDELEDA;1;1;B;466
AVILA;CANDELEDA;3;1;A;558
AVILA;CANDELEDA;3;1;B;599
AVILA;CANDELEDA;3;2;A;592
AVILA;CANDELEDA;3;2;B;573
AVILA;CANDELEDA;3;2;C;381
AVILA;CANDELEDA;3;3;U;529
AVILA;CANTIVEROS;1;1;U;98
AVILA;CARDEÑOSA;1;1;U;402
AVILA;LA CARRERA;1;1;U;146
AVILA;CASAS DEL PUERTO;1;1;U;81
AVILA;CASASOLA;1;1;U;68
AVILA;CASAVIEJA;1;1;A;603
AVILA;CASAVIEJA;1;1;B;613
AVILA;CASILLAS;1;1;U;526
